Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Sales,Store Size
1,5/20/11,67.63,3.907,215.7339202,7.682,0,"$1,405,105.66 ",151315
1,5/27/11,77.72,3.786,215.5037878,7.682,0,"$1,435,772.85 ",151315
1,6/3/11,83,3.699,215.2736553,7.682,0,"$1,611,170.39 ",151315
1,6/10/11,83.13,3.648,215.0435229,7.682,0,"$1,566,972.94 ",151315
1,6/17/11,86.41,3.637,214.9980596,7.682,0,"$1,529,189.24 ",151315
1,6/24/11,83.58,3.594,215.0910982,7.682,0,"$1,439,811.85 ",151315
1,7/1/11,85.55,3.524,215.1841368,7.962,0,"$1,506,892.92 ",151315
1,7/8/11,85.83,3.48,215.2771754,7.962,0,"$1,562,795.41 ",151315
1,7/15/11,88.54,3.575,215.3611087,7.962,0,"$1,489,252.70 ",151315
1,7/22/11,85.77,3.651,215.4222784,7.962,0,"$1,422,411.35 ",151315
1,7/29/11,86.83,3.682,215.4834482,7.962,0,"$1,364,585.40 ",151315
1,8/5/11,91.65,3.684,215.544618,7.962,0,"$1,635,781.69 ",151315
1,8/12/11,90.76,3.638,215.6057878,7.962,0,"$1,525,781.92 ",151315
1,8/19/11,89.94,3.554,215.6693107,7.962,0,"$1,523,483.55 ",151315
1,8/26/11,87.96,3.523,215.7332258,7.962,0,"$1,457,767.94 ",151315
1,9/2/11,87.83,3.533,215.7971409,7.962,0,"$1,545,404.40 ",151315
1,9/9/11,76,3.546,215.861056,7.962,1,"$1,533,166.58 ",151315
1,9/16/11,79.94,3.526,216.0410526,7.962,0,"$1,516,032.88 ",151315
1,9/23/11,75.8,3.467,216.3758246,7.962,0,"$1,394,285.25 ",151315
1,9/30/11,79.69,3.355,216.7105965,7.962,0,"$1,383,346.06 ",151315
1,10/7/11,69.31,3.285,217.0453684,7.866,0,"$1,619,086.78 ",151315
1,10/14/11,71.74,3.274,217.3552733,7.866,0,"$1,484,388.12 ",151315
1,10/21/11,63.71,3.353,217.5159762,7.866,0,"$1,490,122.57 ",151315
1,10/28/11,66.57,3.372,217.6766791,7.866,0,"$1,421,789.85 ",151315
1,11/4/11,54.98,3.332,217.837382,7.866,0,"$1,678,486.19 ",151315
1,11/11/11,59.11,3.297,217.9980849,7.866,0,"$1,587,831.66 ",151315
1,11/18/11,62.25,3.308,218.2205088,7.866,0,"$1,521,490.25 ",151315
1,11/25/11,60.14,3.236,218.4676211,7.866,1,"$1,970,253.16 ",151315
1,12/2/11,48.91,3.172,218.7147333,7.866,0,"$1,523,862.17 ",151315
1,12/9/11,43.93,3.158,218.9618456,7.866,0,"$1,749,729.09 ",151315
1,12/16/11,51.63,3.159,219.1794533,7.866,0,"$1,831,505.92 ",151315
1,12/23/11,47.96,3.112,219.3577216,7.866,0,"$2,221,657.80 ",151315
1,12/30/11,44.55,3.129,219.5359898,7.866,1,"$1,461,476.37 ",151315
1,1/6/12,49.01,3.157,219.7142581,7.348,0,"$1,532,851.81 ",151315
1,1/13/12,48.53,3.261,219.8925263,7.348,0,"$1,455,984.11 ",151315
1,1/20/12,54.11,3.268,219.9856893,7.348,0,"$1,384,380.12 ",151315
1,1/27/12,54.26,3.29,220.0788523,7.348,0,"$1,308,043.60 ",151315
1,2/3/12,56.55,3.36,220.1720153,7.348,0,"$1,620,606.78 ",151315
1,2/10/12,48.02,3.409,220.2651783,7.348,1,"$1,777,464.50 ",151315
1,2/17/12,45.32,3.51,220.4257586,7.348,0,"$1,783,877.39 ",151315
1,2/24/12,57.25,3.555,220.636902,7.348,0,"$1,526,717.91 ",151315
1,3/2/12,60.96,3.63,220.8480454,7.348,0,"$1,676,354.16 ",151315
1,3/9/12,58.76,3.669,221.0591887,7.348,0,"$1,667,467.65 ",151315
1,3/16/12,64.74,3.734,221.2118132,7.348,0,"$1,667,265.26 ",151315
1,3/23/12,65.93,3.787,221.2864126,7.348,0,"$1,506,304.52 ",151315
1,3/30/12,67.61,3.845,221.3610119,7.348,0,"$1,631,862.31 ",151315
1,4/6/12,70.43,3.891,221.4356112,7.143,0,"$1,862,491.47 ",151315
1,4/13/12,69.07,3.891,221.5102105,7.143,0,"$1,602,417.50 ",151315
1,4/20/12,66.76,3.877,221.5640737,7.143,0,"$1,513,718.38 ",151315
1,4/27/12,67.23,3.814,221.6179368,7.143,0,"$1,468,443.07 ",151315
1,5/4/12,75.55,3.749,221.6718,7.143,0,"$1,704,798.02 ",151315
1,5/11/12,73.77,3.688,221.7256632,7.143,0,"$1,602,754.55 ",151315
1,5/18/12,70.33,3.63,221.742674,7.143,0,"$1,579,860.26 ",151315
1,5/25/12,77.22,3.561,221.744944,7.143,0,"$1,533,860.62 ",151315
1,6/1/12,77.95,3.501,221.7472139,7.143,0,"$1,602,132.59 ",151315
1,6/8/12,78.3,3.452,221.7494839,7.143,0,"$1,680,708.70 ",151315
1,6/15/12,79.35,3.393,221.7626421,7.143,0,"$1,614,719.94 ",151315
1,6/22/12,78.39,3.346,221.8030211,7.143,0,"$1,517,199.31 ",151315
1,6/29/12,84.88,3.286,221.8434,7.143,0,"$1,538,895.71 ",151315
1,7/6/12,81.57,3.227,221.8837789,6.908,0,"$1,761,303.55 ",151315
1,7/13/12,77.12,3.256,221.9241579,6.908,0,"$1,536,692.04 ",151315
1,7/20/12,80.42,3.311,221.9327267,6.908,0,"$1,502,405.03 ",151315
1,7/27/12,82.66,3.407,221.9412954,6.908,0,"$1,446,975.26 ",151315
1,8/3/12,86.11,3.417,221.9498642,6.908,0,"$1,629,929.86 ",151315
1,8/10/12,85.05,3.494,221.9584329,6.908,0,"$1,593,405.13 ",151315
1,8/17/12,84.85,3.571,222.0384109,6.908,0,"$1,592,879.39 ",151315
1,8/24/12,77.66,3.62,222.1719457,6.908,0,"$1,516,935.30 ",151315
1,8/31/12,80.49,3.638,222.3054805,6.908,0,"$1,594,378.86 ",151315
1,9/7/12,83.96,3.73,222.4390153,6.908,1,"$1,670,267.58 ",151315
1,9/14/12,74.97,3.717,222.5820193,6.908,0,"$1,538,255.95 ",151315
1,9/21/12,69.87,3.721,222.7818386,6.908,0,"$1,518,037.69 ",151315
1,9/28/12,76.08,3.666,222.9816579,6.908,0,"$1,449,530.09 ",151315
1,10/5/12,68.55,3.617,223.1814772,6.573,0,"$1,680,589.36 ",151315
1,10/12/12,62.99,3.601,223.3812965,6.573,0,"$1,577,583.98 ",151315
1,10/19/12,67.97,3.594,223.4257233,6.573,0,"$1,510,615.88 ",151315
1,10/26/12,69.16,3.506,223.4442513,6.573,0,"$1,479,994.23 ",151315
2,2/5/10,40.19,2.572,210.7526053,8.324,0,2136989.46,202307
2,2/12/10,38.49,2.548,210.7526053,8.324,1,2137821.5,202307
2,2/19/10,39.69,2.514,210.7526053,8.324,0,2124462.76,202307
2,2/26/10,46.1,2.561,210.7526053,8.324,0,1865100.25,202307
2,3/5/10,47.17,2.625,210.7526053,8.324,0,1991022.35,202307
2,3/12/10,57.56,2.667,210.7526053,8.324,0,1990493.78,202307
2,3/19/10,54.52,2.72,210.7526053,8.324,0,1946094.02,202307
2,3/26/10,51.26,2.732,210.7526053,8.324,0,1750208.81,202307
2,4/2/10,63.27,2.719,210.7526053,8.2,0,2066194.72,202307
2,4/9/10,65.41,2.77,210.7526053,8.2,0,1954703.49,202307
2,4/16/10,68.07,2.808,210.7526053,8.2,0,1923083.15,202307
2,4/23/10,65.11,2.795,210.7526053,8.2,0,1860259.88,202307
2,4/30/10,66.98,2.78,210.7526053,8.2,0,1846238.85,202307
2,5/7/10,71.28,2.835,210.7526053,8.2,0,2080527.88,202307
2,5/14/10,73.31,2.854,210.7526053,8.2,0,1930562.24,202307
2,5/21/10,74.83,2.826,210.7526053,8.2,0,1939249.16,202307
2,5/28/10,81.13,2.759,210.7526053,8.2,0,1995678.36,202307
2,6/4/10,81.81,2.705,210.7526053,8.2,0,2137605.76,202307
2,6/11/10,83.4,2.668,210.7526053,8.2,0,2068669.08,202307
2,6/18/10,85.81,2.637,210.7526053,8.2,0,2039569.39,202307
2,6/25/10,86.26,2.653,210.7526053,8.2,0,1978784.1,202307
2,7/2/10,82.74,2.669,210.7526053,8.099,0,2038591.48,202307
2,7/9/10,82.59,2.642,210.7526053,8.099,0,1915851.44,202307
2,7/16/10,85.32,2.623,210.7526053,8.099,0,1895289.93,202307
2,7/23/10,87.66,2.608,210.7526053,8.099,0,1820760.76,202307
2,7/30/10,83.49,2.64,210.7526053,8.099,0,1850247.7,202307
2,8/6/10,89.53,2.627,210.7526053,8.099,0,2037302.8,202307
2,8/13/10,89.05,2.692,210.7526053,8.099,0,1951146.48,202307
2,8/20/10,88.7,2.664,210.7526053,8.099,0,2020680.39,202307
2,8/27/10,87.12,2.619,210.7526053,8.099,0,1936317.48,202307
2,9/3/10,81.83,2.577,210.7526053,8.099,0,1956491.7,202307
2,9/10/10,79.09,2.565,211.1532104,8.099,1,1893958.7,202307
2,9/17/10,82.05,2.582,211.1806415,8.099,0,1853475.63,202307
2,9/24/10,81.79,2.624,211.2552578,8.099,0,1807333.66,202307
2,10/1/10,69.24,2.603,211.3298742,8.163,0,1923076.21,202307
2,10/8/10,63.19,2.633,211.4044906,8.163,0,1935486.23,202307
2,10/15/10,65.8,2.72,211.4713286,8.163,0,1882138.18,202307
2,10/22/10,68.5,2.725,211.5187208,8.163,0,1798631.96,202307
2,10/29/10,66.24,2.716,211.5661131,8.163,0,1832210.26,202307
2,11/5/10,57.85,2.689,211.6135053,8.163,0,1958838.86,202307
2,11/12/10,59.69,2.728,211.6608975,8.163,0,1946426.91,202307
2,11/19/10,50.81,2.771,211.5470304,8.163,0,1976212.93,202307
2,11/26/10,62.98,2.735,211.4062867,8.163,1,2647968.49,202307
2,12/3/10,49.33,2.708,211.265543,8.163,0,1982449.34,202307
2,12/10/10,45.5,2.843,211.1247993,8.163,0,2375301.81,202307
2,12/17/10,47.55,2.869,211.0645458,8.163,0,2623874.99,202307
2,12/24/10,49.97,2.886,211.0646599,8.163,0,3427104.44,202307
2,12/31/10,47.3,2.943,211.064774,8.163,1,1750322.15,202307
2,1/7/11,44.69,2.976,211.0648881,8.028,0,1782011.03,202307
2,1/14/11,33.02,2.983,211.1176713,8.028,0,1784009.45,202307
2,1/21/11,41.4,3.016,211.4864691,8.028,0,1788380.48,202307
2,1/28/11,42.83,3.01,211.8552668,8.028,0,1729687.53,202307
2,2/4/11,38.25,2.989,212.2240646,8.028,0,1965520.9,202307
2,2/11/11,33.19,3.022,212.5928624,8.028,1,2197738.15,202307
2,2/18/11,57.83,3.045,212.9033115,8.028,0,2110483,202307
2,2/25/11,60.8,3.065,213.190421,8.028,0,1879153.18,202307
2,3/4/11,57.77,3.288,213.4775305,8.028,0,2021762.45,202307
2,3/11/11,52.7,3.459,213.7646401,8.028,0,1910063.86,202307
2,3/18/11,62.32,3.488,214.0156238,8.028,0,1944190.16,202307
2,3/25/11,69.42,3.473,214.2521573,8.028,0,1795299.75,202307
2,4/1/11,55.43,3.524,214.4886908,7.931,0,1832007.91,202307
2,4/8/11,67,3.622,214.7252242,7.931,0,1877605.03,202307
2,4/15/11,69.48,3.743,214.9420631,7.931,0,1894395.58,202307
2,4/22/11,69.39,3.807,215.1096657,7.931,0,1915754.25,202307
2,4/29/11,69.21,3.81,215.2772683,7.931,0,1777871.72,202307
2,5/6/11,61.48,3.906,215.4448709,7.931,0,1879218.64,202307
2,5/13/11,74.61,3.899,215.6124735,7.931,0,1928017.32,202307
2,5/20/11,67.14,3.907,215.3834778,7.931,0,1766534.86,202307
2,5/27/11,76.42,3.786,215.1544822,7.931,0,1881726.58,202307
2,6/3/11,83.07,3.699,214.9254865,7.931,0,2023732.84,202307
2,6/10/11,83.4,3.648,214.6964908,7.931,0,2022173.58,202307
2,6/17/11,86.53,3.637,214.6513538,7.931,0,2037360.53,202307
2,6/24/11,85.17,3.594,214.7441108,7.931,0,1875431.53,202307
2,7/1/11,85.69,3.524,214.8368678,7.852,0,1975074.79,202307
2,7/8/11,87.7,3.48,214.9296249,7.852,0,1986037.97,202307
2,7/15/11,89.83,3.575,215.0134426,7.852,0,1913003.07,202307
2,7/22/11,89.34,3.651,215.0749122,7.852,0,1859370.38,202307
2,7/29/11,90.07,3.682,215.1363819,7.852,0,1778460.09,202307
2,8/5/11,93.34,3.684,215.1978515,7.852,0,1976527.63,202307
2,8/12/11,91.58,3.638,215.2593211,7.852,0,1894108.3,202307
2,8/19/11,89.86,3.554,215.3229307,7.852,0,1911848.95,202307
2,8/26/11,90.45,3.523,215.386897,7.852,0,1887565.46,202307
2,9/2/11,89.64,3.533,215.4508632,7.852,0,1873236.14,202307
2,9/9/11,77.97,3.546,215.5148295,7.852,1,1820039.04,202307
2,9/16/11,78.85,3.526,215.6944378,7.852,0,1767524.91,202307
2,9/23/11,75.58,3.467,216.0282356,7.852,0,1761520.64,202307
2,9/30/11,78.14,3.355,216.3620333,7.852,0,1710634.02,202307
2,10/7/11,69.92,3.285,216.6958311,7.441,0,1890930.14,202307
2,10/14/11,71.67,3.274,217.0048261,7.441,0,1803876.4,202307
2,10/21/11,64.53,3.353,217.1650042,7.441,0,1884038.83,202307
2,10/28/11,65.87,3.372,217.3251824,7.441,0,1807821.11,202307
2,11/4/11,55.53,3.332,217.4853605,7.441,0,2003445.83,202307
2,11/11/11,59.33,3.297,217.6455387,7.441,0,1992063.64,202307
2,11/18/11,62.01,3.308,217.8670218,7.441,0,1952545.6,202307
2,11/25/11,56.36,3.236,218.1130269,7.441,1,2618604.51,202307
2,12/2/11,48.74,3.172,218.3590319,7.441,0,1942738.9,202307
2,12/9/11,41.76,3.158,218.605037,7.441,0,2293008.25,202307
2,12/16/11,50.13,3.159,218.8217928,7.441,0,2441855.84,202307
2,12/23/11,46.66,3.112,218.9995495,7.441,0,3238315.92,202307
2,12/30/11,44.57,3.129,219.1773063,7.441,1,1899406.74,202307
2,1/6/12,46.75,3.157,219.355063,7.057,0,1844806.82,202307
2,1/13/12,45.99,3.261,219.5328198,7.057,0,1806813.23,202307
2,1/20/12,51.7,3.268,219.6258417,7.057,0,1769782.33,202307
2,1/27/12,50.5,3.29,219.7188636,7.057,0,1718025.95,202307
2,2/3/12,55.21,3.36,219.8118854,7.057,0,1994215.86,202307
2,2/10/12,46.98,3.409,219.9049073,7.057,1,2160422.56,202307
2,2/17/12,43.82,3.51,220.0651993,7.057,0,2237520.33,202307
2,2/24/12,54.63,3.555,220.275944,7.057,0,1927646.79,202307
2,3/2/12,58.79,3.63,220.4866886,7.057,0,2030977.17,202307
2,3/9/12,57.11,3.669,220.6974332,7.057,0,2008945.99,202307
2,3/16/12,63.68,3.734,220.8498468,7.057,0,2071564.81,202307
2,3/23/12,64.01,3.787,220.9244858,7.057,0,1888037.58,202307
2,3/30/12,66.83,3.845,220.9991248,7.057,0,1986737.26,202307
2,4/6/12,68.43,3.891,221.0737638,6.891,0,2179354.87,202307
2,4/13/12,68.08,3.891,221.1484028,6.891,0,2002399.45,202307
2,4/20/12,65.69,3.877,221.2021074,6.891,0,1912901.23,202307
2,4/27/12,67.2,3.814,221.255812,6.891,0,1834066.19,202307
2,5/4/12,76.73,3.749,221.3095166,6.891,0,1988276.68,202307
2,5/11/12,73.87,3.688,221.3632212,6.891,0,1987296.84,202307
2,5/18/12,71.27,3.63,221.380331,6.891,0,2076301.77,202307
2,5/25/12,78.19,3.561,221.3828029,6.891,0,1983035.12,202307
2,6/1/12,78.38,3.501,221.3852748,6.891,0,1974519.37,202307
2,6/8/12,78.69,3.452,221.3877467,6.891,0,2075793.51,202307
2,6/15/12,80.56,3.393,221.4009901,6.891,0,2038284.22,202307
2,6/22/12,81.04,3.346,221.4411622,6.891,0,1952482.79,202307
2,6/29/12,86.32,3.286,221.4813343,6.891,0,1944851.79,202307
2,7/6/12,84.2,3.227,221.5215064,6.565,0,2104297.5,202307
2,7/13/12,80.17,3.256,221.5616784,6.565,0,1903011.53,202307
2,7/20/12,83.23,3.311,221.5701123,6.565,0,1887306.42,202307
2,7/27/12,86.37,3.407,221.5785461,6.565,0,1824948.27,202307
2,8/3/12,90.22,3.417,221.5869799,6.565,0,2010681.84,202307
2,8/10/12,88.55,3.494,221.5954138,6.565,0,1938848.41,202307
2,8/17/12,84.79,3.571,221.6751459,6.565,0,2000480.14,202307
2,8/24/12,76.91,3.62,221.8083518,6.565,0,1944452.79,202307
2,8/31/12,82.64,3.638,221.9415576,6.565,0,2012416.77,202307
2,9/7/12,87.65,3.73,222.0747635,6.565,1,1968277.59,202307
2,9/14/12,75.88,3.717,222.2174395,6.565,0,1913399.07,202307
2,9/21/12,71.09,3.721,222.4169362,6.565,0,1916122.06,202307
2,9/28/12,79.45,3.666,222.6164329,6.565,0,1825270.03,202307
2,10/5/12,70.27,3.617,222.8159296,6.17,0,2077159.86,202307
2,10/12/12,60.97,3.601,223.0154263,6.17,0,1990451.44,202307
2,10/19/12,68.08,3.594,223.0598077,6.17,0,1926190.94,202307
2,10/26/12,69.79,3.506,223.0783366,6.17,0,1905035.02,202307
